0.000000 58976.445323
0.750000 58976.442819
25.750000 58972.298718
50.750000 58962.780305
75.750000 58948.968341
100.750000 58931.020362
125.750000 58909.105962
150.750000 58883.395520
175.750000 58854.056269
200.750000 58821.249905
225.750000 58785.131251
250.750000 58745.847600
275.750000 58703.538529
300.750000 58658.335984
325.750000 58610.364552
350.750000 58559.741817
375.750000 58506.578773
400.750000 58450.980247
425.750000 58393.045322
450.750000 58332.867737
475.750000 58270.536270
500.750000 58206.135092
525.750000 58139.744093
550.750000 58071.439187
575.750000 58001.292587
600.750000 57929.373054
625.750000 57855.746134
650.750000 57780.474366
675.750000 57703.617477
700.750000 57625.232558
725.750000 57545.374226
750.750000 57464.094775
775.750000 57381.444315
800.750000 57297.470893
825.750000 57212.220615
850.750000 57125.737750
875.750000 57038.064834
900.750000 56949.242760
925.750000 56859.310863
950.750000 56768.307004
975.750000 56676.267640
1000.750000 56583.227897
1025.750000 56489.221633
1050.750000 56394.281501
1075.750000 56298.439002
1100.750000 56201.724544
1125.750000 56104.167486
1150.750000 56005.796189
1175.750000 55906.638061
1200.750000 55806.719595
1225.750000 55706.066412
1250.750000 55604.703296
1275.750000 55502.654230
1300.750000 55399.942428
1325.750000 55296.590370
1350.750000 55192.619827
1375.750000 55088.051892
1400.750000 54982.907005
1425.750000 54877.204981
1450.750000 54770.965031
1475.750000 54664.205790
1500.750000 54556.945331
1525.750000 54449.201192
1550.750000 54340.990395
1575.750000 54232.329462
1600.750000 54123.234435
1625.750000 54013.720895
1650.750000 53903.803973
1675.750000 53793.498373
1700.750000 53682.818378
1725.750000 53571.777874
1750.750000 53460.390356
1775.750000 53348.668945
1800.750000 53236.626399
1825.750000 53124.275128
1850.750000 53011.627200
1875.750000 52898.694357
1900.750000 52785.488023
1925.750000 52672.019317
1950.750000 52558.299058
1975.750000 52444.337779
2000.750000 52330.145734
2025.750000 52215.732907
2050.750000 52101.109019
2075.750000 51986.283540
2100.750000 51871.265691
2125.750000 51756.064455
2150.750000 51640.688587
2175.750000 51525.146612
2200.750000 51409.446843
2225.750000 51293.597376
2250.750000 51177.606106
2275.750000 51061.480726
2300.750000 50945.228738
2325.750000 50828.857453
2350.750000 50712.374002
2375.750000 50595.785336
2400.750000 50479.098237
2425.750000 50362.319316
2450.750000 50245.455022
2475.750000 50128.511647
2500.750000 50011.495326
2525.750000 49894.412047
2550.750000 49777.267651
2575.750000 49660.067836
2600.750000 49542.818164
2625.750000 49425.524060
2650.750000 49308.190821
2675.750000 49190.823615
2700.750000 49073.427485
2725.750000 48956.007357
2750.750000 48838.568034
2775.750000 48721.114209
2800.750000 48603.650462
2825.750000 48486.181263
2850.750000 48368.710977
2875.750000 48251.243867
2900.750000 48133.784092
2925.750000 48016.335716
2950.750000 47898.902706
2975.750000 47781.488936
3000.750000 47664.098189
3025.750000 47546.734159
3050.750000 47429.400454
3075.750000 47312.100598
3100.750000 47194.838031
3125.750000 47077.616115
3150.750000 46960.438131
3175.750000 46843.307285
3200.750000 46726.226709
3225.750000 46609.199460
3250.750000 46492.228527
3275.750000 46375.316826
3300.750000 46258.467208
3325.750000 46141.682457
3350.750000 46024.965292
3375.750000 45908.318368
3400.750000 45791.744281
3425.750000 45675.245564
3450.750000 45558.824693
3475.750000 45442.484085
3500.750000 45326.226104
3525.750000 45210.053054
3550.750000 45093.967191
3575.750000 44977.970715
3600.750000 44862.065775
3625.750000 44746.254472
3650.750000 44630.538856
3675.750000 44514.920930
3700.750000 44399.402652
3725.750000 44283.985932
3750.750000 44168.672635
3775.750000 44053.464584
3800.750000 43938.363560
3825.750000 43823.371300
3850.750000 43708.489500
3875.750000 43593.719820
3900.750000 43479.063876
3925.750000 43364.523249
3950.750000 43250.099481
3975.750000 43135.794079
4000.750000 43021.608513
4025.750000 42907.544218
4050.750000 42793.602596
4075.750000 42679.785014
4100.750000 42566.092808
4125.750000 42452.527280
4150.750000 42339.089702
4175.750000 42225.781314
4200.750000 42112.603328
4225.750000 41999.556924
4250.750000 41886.643257
4275.750000 41773.863449
4300.750000 41661.218598
4325.750000 41548.709774
4350.750000 41436.338021
4375.750000 41324.104355
4400.750000 41212.009770
4425.750000 41100.055233
4450.750000 40988.241687
